"GeneName","Start","Stop","Chromosome"
"SH3TC1",7682072,8741803,"4"
"HTRA3",7769754,8807098,"4"
"ACOX3",7866282,8940723,"4"
"TRMT44",7936140,8993531,"4"
"GPR78",8058725,9119761,"4"
"CPZ",8092660,9119759,"4"
"HMX1",8346076,9371839,"4"
"FAM90A26",8670409,9676730,"4"
"USP17L10",8710657,9712249,"4"
"USP17L11",8715405,9716997,"4"
"USP17L12",8720152,9721744,"4"
"USP17L13",8724896,9726488,"4"
"USP17L15",8734385,9736046,"4"
"USP17L17",8743879,9745471,"4"
"USP17L18",8748630,9750222,"4"
"USP17L19",8753378,9754970,"4"
"USP17L20",8758124,9759716,"4"
"USP17L21",8762872,9764464,"4"
"USP17L22",8767619,9769211,"4"
"USP17L23",8772364,9772914,"4"
"USP17L24",8825165,9826757,"4"
"USP17L25",8829911,9831503,"4"
"USP17L26",8834658,9836250,"4"
"USP17L5",8839403,9840995,"4"
"USP17L27",8844148,9845740,"4"
"USP17L28",8848893,9850485,"4"
"USP17L29",8853638,9855230,"4"
"USP17L30",8863129,9864721,"4"
"DEFB131A",8944414,9950666,"4"
"SLC2A9",9271153,10554936,"4"
"DRD5",9281634,10284009,"4"
"WDR1",9568089,10616972,"4"
"ZNF518B",9939880,10957426,"4"
"CLNK",9986395,11184768,"4"
"HS3ST1",10893150,11929564,"4"
"RAB28",12861354,13984365,"4"
"NKX3-2",13040830,14044508,"4"
"BOD1L1",13068738,14127725,"4"
"CPEB2",14502481,15570153,"4"
"C1QTNF7",14839818,15946167,"4"
"CC2D2A",14969865,16101552,"4"
"FBXL5",15104381,16181679,"4"
"FAM200B",15181662,16190447,"4"
"BST1",15203065,16238313,"4"
"CD38",15278275,16353232,"4"
"FGFBP1",15435577,16438740,"4"
"FGFBP2",15460245,16469309,"4"
"PROM1",15463076,16584378,"4"
"TAPT1",15660505,16727410,"4"
"LDB2",16001541,17398678,"4"
"QDPR",16960261,18012206,"4"
"CLRN2",17015165,18027104,"4"
"LAP3",17077198,18107972,"4"
"MED28",17114641,18134105,"4"
"FAM184B",17129306,18281621,"4"
"DCAF16",17300655,18310758,"4"
"NCAPG",17310979,18344865,"4"
"LCORL",17341187,18521876,"4"
"SLIT2",19751905,21120561,"4"
"PACRGL",20196282,21252907,"4"
"KCNIP4",20228606,22448772,"4"
"ADGRA3",21845071,23016066,"4"
"GBA3",22192914,23319575,"4"
"PPARGC1A",23255041,24404089,"4"
"DHX15",24017441,25084554,"4"
"SOD3",24289912,25300842,"4"
"CCDC149",24303514,25480204,"4"
"LGI2",24498847,25530946,"4"
"SEPSECS",24620014,25660550,"4"
"PI4K2B",24660663,25779204,"4"
"ZCCHC4",24812774,25870383,"4"
"ANAPC4",24877263,25918498,"4"
"SLC34A2",25148011,26178748,"4"
"SEL1L3",25247433,26363760,"4"
"SMIM20",25361830,26429813,"4"
"RBPJ",25663455,26935131,"4"
"CCKAR",25981396,26990484,"4"
"TBC1D19",26076437,27256223,"4"
"STIM2",26357601,27525381,"4"
"PCDH7",30220369,31646805,"4"
"ARAP2",35448221,36744514,"4"
"DTHD1",35781616,36847511,"4"
"NWD2",36744743,37949463,"4"
"C4orf19",36953925,38123495,"4"
"RELL1",37090800,38186376,"4"
"PGM2",37326660,38362937,"4"
"TBC1D1",37391084,38639175,"4"
"PTTG2",37460398,38461128,"4"
"KLF3",38164197,39201517,"4"
"TLR10",38272238,39282990,"4"
"TLR1",38290677,39356817,"4"
"TLR6",38322897,39356817,"4"
"FAM114A1",38367677,39445739,"4"
"TMEM156",38466744,39532922,"4"
"KLHL5",38545039,39626857,"4"
"WDR19",38682504,39785810,"4"
"RFC1",38787456,39866375,"4"
"KLB",38906930,39951533,"4"
"RPL9",38952587,39958931,"4"
"LIAS",38959004,39985109,"4"
"UGDH",38998755,40028311,"4"
"SMIM14",39046336,40138902,"4"
"UBE2K",39198109,40282792,"4"
"PDS5A",39322863,40477956,"4"
"N4BP2",39556797,40658252,"4"
"RHOH",39691011,40746967,"4"
"CHRNA9",39835333,40855217,"4"
"RBM47",39923267,41130875,"4"
"NSUN7",40249925,41311184,"4"
"APBB2",40310027,41716714,"4"
"UCHL1",40756413,41768455,"4"
"LIMCH1",40859607,42200044,"4"
"PHOX2B",41244082,42248725,"4"
"TMEM33",41435129,42460803,"4"
"DCAF4L1",41481756,42486465,"4"
"SLC30A9",41490502,42590461,"4"
"BEND4",41610853,42652878,"4"
"SHISA3",41897488,42902487,"4"
"ATP8A1",41908373,43157121,"4"
"GRXCR1",42392713,43530658,"4"
"KCTD8",43673903,44948809,"4"
"YIPF7",44122088,45178556,"4"
"GUF1",44178420,45200928,"4"
"GNPDA2",44182200,45226588,"4"
"GABRG1",45535769,46624054,"4"
"GABRA2",45743548,46975230,"4"
"COX7B2",46234827,47409245,"4"
"GABRA4",46418900,47493581,"4"
"GABRB1",46493723,47926447,"4"
"COMMD8",46950787,47963702,"4"
"ATP10D",46985275,48093486,"4"
"CORIN",47093999,48338106,"4"
"NFXL1",47347233,48414667,"4"
"NIPAL1",47414142,48540173,"4"
"CNGA1",47435977,48516681,"4"
"TXK",47566393,48634250,"4"
"TEC",47635783,48769838,"4"
"SLAIN2",47841529,48926201,"4"
"SLC10A4",47983343,48989526,"4"
"ZAR1",47990252,48994389,"4"
"FRYL",47997357,49280322,"4"
"OCIAD1",48305212,49361817,"4"
"OCIAD2",48385019,49406937,"4"
"CWH43",48486275,49562081,"4"
"DCUN1D4",51343000,52416837,"4"
"LRRC66",51493652,52520363,"4"
"SGCB",51520706,52538299,"4"
"SPATA18",51551304,52597299,"4"
"USP46",52090960,53159301,"4"
"ERVMER34-1",52222618,53251586,"4"
"RASL11B",52362317,53366835,"4"
"SCFD2",52372982,53866066,"4"
"FIP1L1",52877569,53964382,"4"
"LNX1",52959301,54201405,"4"
"CHIC2",53509789,54564605,"4"
"GSX2",53599523,54602498,"4"
"PDGFRA",53729280,54798245,"4"
"KIT",54157267,55240783,"4"
"KDR",54578481,55625595,"4"
"SRD5A3",54846213,55873100,"4"
"TMEM165",54895957,55953397,"4"
"CLOCK",54927903,56046909,"4"
"PDCL2",55056519,56092245,"4"
"NMU",55095229,56136698,"4"
"EXOC1L",55319790,56337489,"4"
"EXOC1",55353648,56405086,"4"
"CEP135",55448871,56533361,"4"
"CRACD",55549098,56830609,"4"
"AASDH",55838287,56887508,"4"
"PPAT",55893362,56935615,"4"
"PAICS",55935741,56964578,"4"
"SRP72",55967617,57003681,"4"
"ARL9",56005209,57024959,"4"
"THEGL",56030606,57103507,"4"
"HOPX",56147989,57181877,"4"
"SPINK2",56309860,57321742,"4"
"REST",56407876,57466808,"4"
"NOA1",56463350,57477606,"4"
"POLR2B",56477722,57531158,"4"
"IGFBP7",56530773,57610385,"4"
"ADGRL3",60700326,62578335,"4"
"TECRL",63775257,64909468,"4"
"EPHA5",64819563,66170495,"4"
"CENPC",66968762,68045503,"4"
"STAP1",67058727,68107337,"4"
"UBA6",67112652,68201155,"4"
"GNRHR",67237118,68254388,"4"
"TMPRSS11D",67320876,68384002,"4"
"TMPRSS11A",67409395,68464140,"4"
"TMPRSS11F",67553198,68629869,"4"
"TMPRSS11B",67726653,68745694,"4"
"YTHDC1",67810387,68850090,"4"
"TMPRSS11E",67947463,68997604,"4"
"UGT2B17",68037173,69076413,"4"
"UGT2B15",68146597,69170652,"4"
"UGT2B10",68315994,69332023,"4"
"UGT2A3",68428463,69451804,"4"
"UGT2B7",68551363,69612987,"4"
"UGT2B11",68699951,69714748,"4"
"UGT2B28",68780475,69795050,"4"
"UGT2B4",68980165,70026014,"4"
"UGT2A2",69088417,70139642,"4"
"UGT2A1",69088417,70153249,"4"
"SULT1B1",69221167,70287961,"4"
"SULT1E1",69341212,70360145,"4"
"CSN1S1",69431068,70446574,"4"
"CSN2",69455256,70465728,"4"
"STATH",69495966,70502570,"4"
"HTN3",69528455,70536538,"4"
"HTN1",69550438,70558848,"4"
"PRR27",69633616,70676799,"4"
"ODAM",69695725,70704576,"4"
"FDCSP",69726124,70735252,"4"
"CSN3",69738382,70751474,"4"
"CABS1",69834981,70837116,"4"
"SMR3A",69860760,70867158,"4"
"SMR3B",69870093,70890244,"4"
"OPRPN",69897931,70910195,"4"
"MUC7",69930492,70982997,"4"
"AMTN",70018569,71032743,"4"
"AMBN",70092256,71107288,"4"
"ENAM",70128744,71146824,"4"
"JCHAIN",70155541,71181817,"4"
"UTP3",70188532,71190551,"4"
"RUFY3",70204204,71308619,"4"
"GRSF1",70315783,71339897,"4"
"MOB1B",70402326,71522449,"4"
"DCK",70492538,71530914,"4"
"SLC4A4",70562667,72072087,"4"
"GC",71241696,72304041,"4"
"NPFFR2",71531902,72648305,"4"
"ADAMTS3",71780969,73069221,"4"
"COX18",72552362,73569755,"4"
"ANKRD17",72573376,73758798,"4"
"ALB",72897114,73921482,"4"
"AFP",72931138,73956174,"4"
"AFM",72981745,74004001,"4"
"RASSF6",73071550,74120631,"4"
"CXCL8",73240519,74243716,"4"
"CXCL6",73336640,74349064,"4"
"PF4V1",73353296,74354483,"4"
"CXCL1",73369393,74371308,"4"
"PF4",73480811,74482027,"4"
"PPBP",73486439,74488190,"4"
"CXCL5",73495642,74498677,"4"
"CXCL3",73536589,74538807,"4"
"CXCL2",73597040,74599196,"4"
"MTHFD2L",73614174,74803099,"4"
"EPGN",73808470,74816789,"4"
"EREG",73865145,74888749,"4"
"AREG",73945136,74955005,"4"
"BTC",74244759,75294523,"4"
"PARM1",74433095,75550115,"4"
"RCHY1",74979033,76014764,"4"
"THAP6",75013946,76050473,"4"
"ODAPH",75056048,76065871,"4"
"CDKL2",75076496,76130716,"4"
"G3BP2",75141849,76224589,"4"
"USO1",75224577,76314286,"4"
"PPEF2",75359864,76402571,"4"
"NAAA",75413660,76441013,"4"
"SDAD1",75440950,76490962,"4"
"CXCL9",75501275,76507509,"4"
"ART3",75511184,76614048,"4"
"CXCL10",75521118,76523497,"4"
"CXCL11",75533682,76541415,"4"
"NUP54",75607562,76648485,"4"
"SCARB2",75658737,76734536,"4"
"FAM47E",75714040,76783783,"4"
"FAM47E-STBD1",75751721,76811129,"4"
"STBD1",75806733,76811130,"4"
"CCDC158",75812997,76921868,"4"
"SHROOM3",75935229,77283253,"4"
"SOWAHB",76394152,77398144,"4"
"SEPTIN11",76449751,77540384,"4"
"CCNI",76547155,77576309,"4"
"CCNG2",76657207,77933388,"4"
"CXCL13",77011753,78111834,"4"
"CNOT6L",77213387,78319615,"4"
"MRPL1",77362830,78452785,"4"
"FRAS1",77557323,79044269,"4"
"ANXA3",78051747,79110451,"4"
"BMP2K",78276342,79416365,"4"
"PAQR3",78387127,79439438,"4"
"NAA11",78725694,79826061,"4"
"GK2",78906361,79908228,"4"
"ANTXR2",79401146,80625454,"4"
"PRDM8",79683879,80704329,"4"
"FGF5",79766639,80836680,"4"
"CFAP299",79835730,81463750,"4"
"BMP3",80530708,81557627,"4"
"PRKG2",80587370,81715222,"4"
"RASGEF1B",80926393,82544244,"4"
"HNRNPD",81852498,82874503,"4"
"HNRNPDL",81922565,82930462,"4"
"ENOPH1",81930590,82961177,"4"
"TMEM150C",81983170,83062357,"4"
"SCD5",82129539,83298796,"4"
"SEC31A",82318509,83401166,"4"
"THAP9",82400684,83419969,"4"
"LIN54",82409973,83512926,"4"
"COPS4",82534447,83575818,"4"
"PLAC8",82590048,83637075,"4"
"COQ2",82761536,83784914,"4"
"HPSE",82792461,83835153,"4"
"HELQ",82907343,83955855,"4"
"MRPS18C",82955932,83969735,"4"
"ABRAXAS1",82959517,84023348,"4"
"GPAT3",83035914,84105875,"4"
"NKX6-1",83991985,84999292,"4"
"CDS1",84083127,85151334,"4"
"WDFY3",84168765,85466690,"4"
"ARHGAP24",84975150,86502668,"4"
"MAPK10",85490007,87094625,"4"
"PTPN13",86094315,87315171,"4"
"SLC10A6",86323468,87349384,"4"
"C4orf36",86376205,87392422,"4"
"AFF1",86435002,87641039,"4"
"KLHL8",86660103,87740314,"4"
"HSD17B13",86803789,87822886,"4"
"HSD17B11",86836515,87891188,"4"
"NUDT9",86922573,87959455,"4"
"SPARCL1",86973335,88031061,"4"
"DSPP",87108529,88116873,"4"
"DMP1",87150280,88164361,"4"
"IBSP",87299554,88312435,"4"
"MEPE",87321398,88346814,"4"
"SPP1",87475667,88483532,"4"
"PKD2",87507635,88577777,"4"
"ABCG2",87590150,88731628,"4"
"PPM1K",87757620,88784769,"4"
"HERC6",87878739,88943097,"4"
"HERC5",87957119,89006163,"4"
"PYURF",88020998,89023776,"4"
"PIGY",88020998,89023776,"4"
"HERC3",88023810,89208450,"4"
"HERC3",88092434,89208541,"4"
"NAP1L5",88195913,89197829,"4"
"FAM13A",88225955,89611398,"4"
"TIGD2",88611533,89614901,"4"
"GPRIN3",88736383,89807800,"4"
"SNCA",89200345,90338315,"4"
"MMRN1",89379532,90454629,"4"
"CCSER1",89627394,92105295,"4"
"GRID2",91803966,94310157,"4"
"ATOH1",93328753,94330964,"4"
"SMARCAD1",93707611,94791292,"4"
"HPGDS",93798535,94842876,"4"
"PDLIM5",93951857,95168227,"4"
"BMPR1B",94257955,95658448,"4"
"UNC5C",94662504,96049206,"4"
"PDHA2",95340093,96341464,"4"
"STPG2",96684093,98643476,"4"
"RAP1GDS1",97761384,98943858,"4"
"TSPAN5",97970367,99158611,"4"
"EIF4E",98379276,99429133,"4"
"METAP1",98495659,99562809,"4"
"ADH5",98570978,99588801,"4"
"ADH4",98623657,99657792,"4"
"ADH6",98702638,99719537,"4"
"ADH1A",98776369,99791003,"4"
"ADH1B",98804971,99821401,"4"
"ADH1C",98836497,99852746,"4"
"ADH7",98912261,99935510,"4"
"C4orf17",99011012,100042303,"4"
"TRMT10A",99046709,100064039,"4"
"MTTP",99064081,100123997,"4"
"C4orf54",99136529,100157828,"4"
"DAPP1",99316827,100370190,"4"
"LAMTOR3",99378336,100394428,"4"
"DNAJB14",99396248,100446618,"4"
"H2AZ1",99448086,100450355,"4"
"DDIT4L",99685870,100690782,"4"
"EMCN",99895341,101380126,"4"
"PPP3CA",100523409,101848278,"4"
"BANK1",100911286,102574812,"4"
"SLC39A8",101751080,102931258,"4"
"NFKB1",102001330,103117302,"4"
"MANBA",102130770,103260994,"4"
"UBE2D3",102294383,103368896,"4"
"CISD2",102368974,103392807,"4"
"SLC9B1",102385048,103519719,"4"
"SLC9B2",102519868,103585829,"4"
"BDH2",102577592,103599870,"4"
"CENPE",102605349,103698445,"4"
"TACR3",103086031,104219985,"4"
"CXXC4",103968308,104994901,"4"
"TET2",104645875,105779816,"4"
"PPA2",104869077,105974067,"4"
"ARHGEF38",105052620,106208093,"4"
"INTS12",105182627,106395986,"4"
"GSTCD",105208778,106347725,"4"
"NPNT",105394775,106504027,"4"
"TBCK",105541599,106816683,"4"
"AIMP1",105815544,106849456,"4"
"GIMD1",105857392,106868778,"4"
"DKK2",106421802,107783806,"4"
"PAPSS1",107090276,108220234,"4"
"SGMS2",107324563,108415047,"4"
"CYP2U1",107431549,108453461,"4"
"HADH",107489714,108535241,"4"
"LEF1",107547545,108668956,"4"
"RPL34",108120569,109130412,"4"
"OSTC",108150585,109167820,"4"
"ETNPPL",108242048,109263054,"4"
"COL25A1",108308725,109802752,"4"
"SEC24B",108933772,110040896,"4"
"MCUB",109060209,110188719,"4"
"CASP6",109188622,110203583,"4"
"PLA2G12A",109209989,110230070,"4"
"CFI",109231008,110302150,"4"
"GAR1",109315510,110324740,"4"
"RRH",109327972,110349123,"4"
"LRIT3",109348107,110372315,"4"
"EGF",109412883,110513766,"4"
"ELOVL6",109545846,110699199,"4"
"ENPEP",109865733,111065285,"4"
"PITX2",110117423,111142123,"4"
"FAM241A",111645454,112695256,"4"
"AP1AR",111731740,112773110,"4"
"TIFA",111772968,112785955,"4"
"ALPK1",111785509,112942621,"4"
"NEUROG2",112013516,113016180,"4"
"ZGRF1",112039333,113136995,"4"
"LARP7",112137077,113157696,"4"
"ANK2",112318032,113884221,"4"
"CAMK2D",112918054,114261927,"4"
"ARSJ",113400284,114479727,"4"
"UGT8",114098770,115178225,"4"
"NDST4",114327763,115613876,"4"
"TRAM1L1",116583554,117585576,"4"
"NDST3",117533618,118758634,"4"
"PRSS12",117780038,118853003,"4"
"METTL14",118185392,119215433,"4"
"SEC24D",118222823,119338683,"4"
"SYNPO2",118350688,119561247,"4"
"MYOZ2",118635832,119687789,"4"
"USP53",118712587,119795518,"4"
"C4orf3",118796419,119804445,"4"
"FABP2",118817250,119822138,"4"
"PDE5A",118994397,120128804,"4"
"MAD2L1",119555623,120566858,"4"
"PRDM5",120184919,121422870,"4"
"NDNF",120535613,121573021,"4"
"TNIP3",120631408,121727466,"4"
"QRFPR",120828642,121881059,"4"
"ANXA5",121167946,122196995,"4"
"SMIM43",121258881,122265427,"4"
"EXOSC9",121301318,122317021,"4"
"CCNA2",121316444,122323883,"4"
"BBS7",121324329,122370487,"4"
"TRPC3",121374481,122452060,"4"
"BLTP1",121652331,122864167,"4"
"ADAD1",121878966,122929802,"4"
"IL2",121951470,122956725,"4"
"IL21",122110108,123121066,"4"
"BBS12",122232702,123244942,"4"
"FGF2",122326682,123398236,"4"
"NUDT6",122388697,123422968,"4"
"SPATA5",122423070,123819433,"4"
"SPRY1",122896795,123903760,"4"
"ANKRD50",124164048,125212732,"4"
"FAT4",124814918,125992932,"4"
"INTU",127123271,128226737,"4"
"SLC25A31",127230400,128274292,"4"
"HSPA4L",127281821,128340733,"4"
"PLK4",127380893,128399224,"4"
"MFSD8",127417799,128466034,"4"
"ABHD18",127465315,128539953,"4"
"LARP1B",127561286,128722931,"4"
"PGRMC2",127769237,128788829,"4"
"JADE1",128309700,129375224,"4"
"SCLT1",128364921,129593600,"4"
"C4orf33",128593317,129616640,"4"
"PCDH10",132649294,133708606,"4"
"PABPC4L",133696333,134701789,"4"
"PCDH18",137018918,138032494,"4"
"SLC7A11",137664097,138742349,"4"
"NOCT",138515781,139545939,"4"
"ELF2",138528112,139677218,"4"
"MGARP",138766165,139780225,"4"
"NDUFC1",138766880,139802551,"4"
"NAA15",138801446,139920033,"4"
"RAB33B",138953232,139976609,"4"
"SETD7",138995941,140106699,"4"
"MGST2",139165768,140240745,"4"
"MAML3",139216753,140654184,"4"
"SCOC",139757286,140885728,"4"
"CLGN",139888453,140927661,"4"
"MGAT4D",139942262,140998377,"4"
"ELMOD2",140024168,141053770,"4"
"UCP1",140059431,141068961,"4"
"TBC1D9",140120782,141256385,"4"
"RNF150",140359807,141712877,"4"
"ZNF330",140720887,141734697,"4"
"IL15",141136583,142233987,"4"
"INPP4B",141523160,143347432,"4"
"USP38",142684917,143723874,"4"
"GAB1",142836876,143974565,"4"
"SMARCA5",143013702,144057486,"4"
"FREM3",143077302,144200675,"4"
"GYPE",143370864,144405563,"4"
"GYPB",143496104,144519380,"4"
"GYPA",143609303,144640751,"4"
"HHIP",144146156,145245271,"4"
"ANAPC10",144331908,145598541,"4"
"ABCE1",144598288,145629524,"4"
"OTUD4",144610838,145680589,"4"
"SMAD1",144981194,146059176,"4"
"MMAA",145099042,146160033,"4"
"C4orf51",145180146,146271032,"4"
"ZNF827",145257627,146438823,"4"
"LSM6",145675703,146700000,"4"
"REELD1",145714515,146732267,"4"
"SLC10A7",145753975,147022372,"4"
"POU4F2",146138893,147142474,"4"
"TTC29",146206617,147445882,"4"
"EDNRA",146980917,148044954,"4"
"TMEM184C",147117386,148172044,"4"
"PRMT9",147137785,148184163,"4"
"ARHGAP10",147232063,148572776,"4"
"NR3C2",147578762,148944698,"4"
"IQCM",148851709,150396233,"4"
"DCLK2",149578445,150757438,"4"
"LRBA",149764435,151515727,"4"
"MAB21L2",150082151,151084693,"4"
"RPS3A",150599624,151604642,"4"
"SH3D19",150602751,151825605,"4"
"PRSS48",150777161,151791862,"4"
"FHIP1A",150909176,152170503,"4"
"GATB",151170504,152261007,"4"
"FBXW7",151820544,153036092,"4"
"TMEM154",152118628,153180012,"4"
"TIGD4",152269354,153279730,"4"
"ARFIP1",152279937,153418463,"4"
"FHDC1",152436323,153479671,"4"
"TRIM2",152652163,153839319,"4"
"MND1",152844649,153915118,"4"
"TMEM131L",152966346,154136711,"4"
"TLR2",153184070,154206260,"4"
"RNF175",153210160,154260024,"4"
"SFRP2",153280591,154289083,"4"
"DCHS2",153731742,154991799,"4"
"PLRG1",154035005,155050400,"4"
"FGB",154063011,155072807,"4"
"FGA",154083126,155090742,"4"
"FGG",154104134,155112967,"4"
"LRAT",154126945,155253120,"4"
"RBM46",154281213,155328813,"4"
"NPY2R",154708636,155717078,"4"
"MAP9",154842658,155876970,"4"
"GUCY1A1",155166726,156237059,"4"
"GUCY1B1",155258992,156307811,"4"
"ASIC5",155329729,156366277,"4"
"TDO2",155354738,156420406,"4"
"CTSO",155421580,156453912,"4"
"PDGFC",156260454,157471799,"4"
"GLRB",156576125,157672090,"4"
"GRIA2",156704182,157887146,"4"
"GASK1B",157624474,158673318,"4"
"TMEM144",157701604,158755416,"4"
"RXFP1",157815311,159153372,"4"
"C4orf46",158166675,159172255,"4"
"ETFDH",158171968,159210742,"4"
"PPID",158209127,159223396,"4"
"FNIP2",158269026,159408050,"4"
"C4orf45",158393134,159538760,"4"
"RAPGEF2",158603013,159860174,"4"
"FSTL5",160883897,162664004,"4"
"NAF1",162610073,163666890,"4"
"NPY1R",162823962,163844832,"4"
"NPY5R",162843892,163851934,"4"
"TKTL2",162971095,163973754,"4"
"TMA16",162994442,164020539,"4"
"MARCHF1",163024298,164884050,"4"
"SMIM31",164254064,165303795,"4"
"APELA",164377178,165398965,"4"
"TRIM61",164454446,165477668,"4"
"TRIM60",164516458,165541749,"4"
"TRIM75",164553866,165560554,"4"
"TMEM192",164570608,165708549,"4"
"KLHL2",164707561,165823156,"4"
"GK3",164777807,165779704,"4"
"MSMO1",164827667,165843164,"4"
"CPE",164861194,165998547,"4"
"TLL1",165373237,166604457,"4"
"SPOCK3",166233384,167734796,"4"
"ANXA10",167592537,168687736,"4"
"DDX60",167716291,168818883,"4"
"DDX60L",167856735,169037786,"4"
"PALLD",167997052,169428457,"4"
"CBR4",168363770,169510275,"4"
"SH3RF1",168594259,169770956,"4"
"NEK1",168869704,170112632,"4"
"CLCN3",169112633,170223673,"4"
"HPF1",169229470,170257944,"4"
"MFAP3L",169486597,170533031,"4"
"AADAT",169560222,170591699,"4"
"GALNTL6",171312254,173541559,"4"
"GALNT7",172668811,173823967,"4"
"HMGB2",172831376,173834432,"4"
"SAP30",172869969,173877532,"4"
"SCRG1",172884701,173906380,"4"
"HAND2",173024969,174030229,"4"
"FBXO8",173736658,174783667,"4"
"CEP44",173783730,174833380,"4"
"HPGD",173990175,175023154,"4"
"GLRA3",174136920,175329247,"4"
"ADAM29",174329668,175478180,"4"
"GPM6A",175132934,176502664,"4"
"WDR17",175565841,176682818,"4"
"SPATA4",175684579,176695585,"4"
"ASB5",175713673,176777571,"4"
"SPCS3",175819966,176832245,"4"
"VEGFC",176183538,177292922,"4"
"NEIL3",176809874,177862936,"4"
"AGA",176930774,177942437,"4"
"TENM3",181643987,183303024,"4"
"DCTD",182390060,183417936,"4"
"WWC2",182599257,183820777,"4"
"CLDN22",182818100,183820276,"4"
"CLDN24",182821764,183822426,"4"
"CDKN2AIP",182944635,183949064,"4"
"ING2",183005058,184012429,"4"
"RWDD4",183139635,184159203,"4"
"TRAPPC11",183159267,184213594,"4"
"STOX2",183297692,184523526,"4"
"ENPP6",183588706,184721230,"4"
"IRF2",183885702,184974558,"4"
"CASP3",184127696,185150062,"4"
"PRIMPOL",184149667,185194963,"4"
"CENPU",184194085,185234130,"4"
"ACSL1",184255595,185326818,"4"
"HELT",184518490,185520953,"4"
"SLC25A4",184643266,185650382,"4"
"CFAP97",184659665,185709504,"4"
"SNX25",184704237,185870185,"4"
"LRP2BP",184863872,185895924,"4"
"ANKRD37",184896021,185900628,"4"
"UFSP2",184899537,185925979,"4"
"C4orf47",184926249,185949826,"4"
"CCDC110",184945182,185971752,"4"
"PDLIM3",185000660,186035507,"4"
"SORBS2",185085444,186456652,"4"
"TLR3",185568911,186588073,"4"
"FAM149A",185604419,186675337,"4"
"FLJ38576",185689032,186691490,"4"
"CYP4V2",185691567,186713463,"4"
"KLKB1",185726438,186758471,"4"
"F11",185766189,186789681,"4"
"MTNR1A",186026792,187055567,"4"
"FAT1",186087794,187226722,"4"
"ZFP42",187495771,188505046,"4"
"TRIML2",187591272,188609603,"4"
"TRIML1",187639441,188647743,"4"
"FRG1",189440870,190463202,"4"
"FRG2",189524367,190527257,"4"
"DUX4",189673774,190685942,"4"
"PLEKHG4B",1,689972,"5"
"LRRC14B",1,696334,"5"
"CCDC127",1,718153,"5"
"SDHA",1,757082,"5"
"PDCD6",1,814974,"5"
"PDCD6-AHRR",1,938291,"5"
"AHRR",1,938291,"5"
"EXOC3",1,971937,"5"
"SLC9A3",1,1024449,"5"
"CEP72",112340,1167168,"5"
"TPPP",159862,1193352,"5"
"ZDHHC11B",210355,1284729,"5"
"ZDHHC11",295605,1358973,"5"
"BRD9",350291,1392801,"5"
"TRIP13",392884,1419357,"5"
"NKD2",508802,1538943,"5"
"SLC12A7",550384,1612063,"5"
"SLC6A19",701595,1725111,"5"
"SLC6A18",725381,1746189,"5"
"TERT",753147,1795068,"5"
"CLPTM1L",817752,1845099,"5"
"SLC6A3",892794,1945440,"5"
"LPCAT1",956480,2023962,"5"
"MRPL36",1298385,2301366,"5"
"NDUFS6",1301407,2316048,"5"
"IRX4",1377413,2387236,"5"
"IRX2",2245845,3251677,"5"
"IRX1",3095832,4101403,"5"
"ADAMTS16",4640330,5820304,"5"
"ICE1",4920664,5990220,"5"
"MED10",5871874,6878571,"5"
"UBE2QL1",5948859,6996723,"5"
"NSUN2",6099239,7133291,"5"
"SRD5A1",6133427,7174386,"5"
"TENT4A",6213432,7257044,"5"
"ADCY2",6896138,8330081,"5"
"CFAP90",7330378,8351151,"5"
"MTRR",7351186,8406025,"5"
"FASTKD3",7359159,8369037,"5"
"SEMA5A",8535033,10046075,"5"
"TAS2R1",9127347,10212378,"5"
"ATPSCKMT",9725507,10749897,"5"
"CCT5",9749929,10766389,"5"
"CMBL",9775875,10807902,"5"
"MARCHF6",9853695,10940388,"5"
"ROPN1L",9941524,10972029,"5"
"ANKRD33B",10064070,11157816,"5"
"DAP",10179230,11261234,"5"
"CTNND2",10471836,12404446,"5"
"DNAH5",13190328,14511818,"5"
"TRIO",13643342,15032128,"5"
"OTULINL",14081792,15116180,"5"
"OTULIN",14164664,15199850,"5"
"ANKH",14204800,15371778,"5"
"FBXL7",15000180,16439795,"5"
"MARCHF11",15567139,16680762,"5"
"ZNF622",15951519,16965800,"5"
"RETREG1",15973038,17117101,"5"
"MYO10",16161907,17436288,"5"
"BASP1",16565598,17776843,"5"
"LINC02218",16944010,17987371,"5"
"H3Y2",16990967,17992076,"5"
"TAF11L2",16998231,17998827,"5"
"TAF11L3",17018367,18018963,"5"
"TAF11L4",17021801,18022397,"5"
"TAF11L5",17025235,18025831,"5"
"TAF11L6",17028669,18029265,"5"
"TAF11L7",17085162,18085758,"5"
"TAF11L8",17090364,18090960,"5"
"TAF11L9",17093798,18094394,"5"
"TAF11L10",17097232,18097828,"5"
"TAF11L11",17104177,18105910,"5"
"TAF11L12",17110496,18111583,"5"
"TAF11L13",17132088,18132684,"5"
"TAF11L14",17134460,18135053,"5"
"H3Y1",17154868,18155849,"5"
"CDH18",18971296,21075873,"5"
"CDH12",21250673,23353344,"5"
"PRDM9",22943586,24028093,"5"
"CDH10",23987100,25144978,"5"
"CDH9",26380597,27621150,"5"
"CDH6",30693686,31829146,"5"
"DROSHA",30900494,32032196,"5"
